frame_id,video_id,synthetic_class,variant,image_path
002-006_25506,002-006,0,clean,data/e05_synthetic/clean/002-006_25506.png
002-006_25506,002-006,0,pattern_noise,data/e05_synthetic/pattern_noise/002-006_25506.png
002-006_25506,002-006,0,color_shift,data/e05_synthetic/color_shift/002-006_25506.png
002-006_25506,002-006,0,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_25506.png
002-006_25506,002-006,0,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_25506.png
002-006_25536,002-006,1,clean,data/e05_synthetic/clean/002-006_25536.png
002-006_25536,002-006,1,pattern_noise,data/e05_synthetic/pattern_noise/002-006_25536.png
002-006_25536,002-006,1,color_shift,data/e05_synthetic/color_shift/002-006_25536.png
002-006_25536,002-006,1,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_25536.png
002-006_25536,002-006,1,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_25536.png
002-006_25565,002-006,3,clean,data/e05_synthetic/clean/002-006_25565.png
002-006_25565,002-006,3,pattern_noise,data/e05_synthetic/pattern_noise/002-006_25565.png
002-006_25565,002-006,3,color_shift,data/e05_synthetic/color_shift/002-006_25565.png
002-006_25565,002-006,3,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_25565.png
002-006_25565,002-006,3,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_25565.png
002-006_25781,002-006,3,clean,data/e05_synthetic/clean/002-006_25781.png
002-006_25781,002-006,3,pattern_noise,data/e05_synthetic/pattern_noise/002-006_25781.png
002-006_25781,002-006,3,color_shift,data/e05_synthetic/color_shift/002-006_25781.png
002-006_25781,002-006,3,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_25781.png
002-006_25781,002-006,3,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_25781.png
002-006_26057,002-006,2,clean,data/e05_synthetic/clean/002-006_26057.png
002-006_26057,002-006,2,pattern_noise,data/e05_synthetic/pattern_noise/002-006_26057.png
002-006_26057,002-006,2,color_shift,data/e05_synthetic/color_shift/002-006_26057.png
002-006_26057,002-006,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_26057.png
002-006_26057,002-006,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_26057.png
002-006_26094,002-006,0,clean,data/e05_synthetic/clean/002-006_26094.png
002-006_26094,002-006,0,pattern_noise,data/e05_synthetic/pattern_noise/002-006_26094.png
002-006_26094,002-006,0,color_shift,data/e05_synthetic/color_shift/002-006_26094.png
002-006_26094,002-006,0,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_26094.png
002-006_26094,002-006,0,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_26094.png
002-006_26108,002-006,0,clean,data/e05_synthetic/clean/002-006_26108.png
002-006_26108,002-006,0,pattern_noise,data/e05_synthetic/pattern_noise/002-006_26108.png
002-006_26108,002-006,0,color_shift,data/e05_synthetic/color_shift/002-006_26108.png
002-006_26108,002-006,0,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_26108.png
002-006_26108,002-006,0,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_26108.png
002-006_26454,002-006,2,clean,data/e05_synthetic/clean/002-006_26454.png
002-006_26454,002-006,2,pattern_noise,data/e05_synthetic/pattern_noise/002-006_26454.png
002-006_26454,002-006,2,color_shift,data/e05_synthetic/color_shift/002-006_26454.png
002-006_26454,002-006,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_26454.png
002-006_26454,002-006,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_26454.png
002-006_26591,002-006,0,clean,data/e05_synthetic/clean/002-006_26591.png
002-006_26591,002-006,0,pattern_noise,data/e05_synthetic/pattern_noise/002-006_26591.png
002-006_26591,002-006,0,color_shift,data/e05_synthetic/color_shift/002-006_26591.png
002-006_26591,002-006,0,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_26591.png
002-006_26591,002-006,0,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_26591.png
002-006_26604,002-006,0,clean,data/e05_synthetic/clean/002-006_26604.png
002-006_26604,002-006,0,pattern_noise,data/e05_synthetic/pattern_noise/002-006_26604.png
002-006_26604,002-006,0,color_shift,data/e05_synthetic/color_shift/002-006_26604.png
002-006_26604,002-006,0,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_26604.png
002-006_26604,002-006,0,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_26604.png
002-006_26808,002-006,1,clean,data/e05_synthetic/clean/002-006_26808.png
002-006_26808,002-006,1,pattern_noise,data/e05_synthetic/pattern_noise/002-006_26808.png
002-006_26808,002-006,1,color_shift,data/e05_synthetic/color_shift/002-006_26808.png
002-006_26808,002-006,1,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_26808.png
002-006_26808,002-006,1,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_26808.png
002-006_26998,002-006,3,clean,data/e05_synthetic/clean/002-006_26998.png
002-006_26998,002-006,3,pattern_noise,data/e05_synthetic/pattern_noise/002-006_26998.png
002-006_26998,002-006,3,color_shift,data/e05_synthetic/color_shift/002-006_26998.png
002-006_26998,002-006,3,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_26998.png
002-006_26998,002-006,3,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_26998.png
002-006_27086,002-006,3,clean,data/e05_synthetic/clean/002-006_27086.png
002-006_27086,002-006,3,pattern_noise,data/e05_synthetic/pattern_noise/002-006_27086.png
002-006_27086,002-006,3,color_shift,data/e05_synthetic/color_shift/002-006_27086.png
002-006_27086,002-006,3,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_27086.png
002-006_27086,002-006,3,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_27086.png
002-006_27111,002-006,2,clean,data/e05_synthetic/clean/002-006_27111.png
002-006_27111,002-006,2,pattern_noise,data/e05_synthetic/pattern_noise/002-006_27111.png
002-006_27111,002-006,2,color_shift,data/e05_synthetic/color_shift/002-006_27111.png
002-006_27111,002-006,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_27111.png
002-006_27111,002-006,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_27111.png
002-006_27450,002-006,0,clean,data/e05_synthetic/clean/002-006_27450.png
002-006_27450,002-006,0,pattern_noise,data/e05_synthetic/pattern_noise/002-006_27450.png
002-006_27450,002-006,0,color_shift,data/e05_synthetic/color_shift/002-006_27450.png
002-006_27450,002-006,0,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_27450.png
002-006_27450,002-006,0,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_27450.png
002-006_27511,002-006,2,clean,data/e05_synthetic/clean/002-006_27511.png
002-006_27511,002-006,2,pattern_noise,data/e05_synthetic/pattern_noise/002-006_27511.png
002-006_27511,002-006,2,color_shift,data/e05_synthetic/color_shift/002-006_27511.png
002-006_27511,002-006,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_27511.png
002-006_27511,002-006,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_27511.png
002-006_27735,002-006,1,clean,data/e05_synthetic/clean/002-006_27735.png
002-006_27735,002-006,1,pattern_noise,data/e05_synthetic/pattern_noise/002-006_27735.png
002-006_27735,002-006,1,color_shift,data/e05_synthetic/color_shift/002-006_27735.png
002-006_27735,002-006,1,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_27735.png
002-006_27735,002-006,1,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_27735.png
002-006_27934,002-006,0,clean,data/e05_synthetic/clean/002-006_27934.png
002-006_27934,002-006,0,pattern_noise,data/e05_synthetic/pattern_noise/002-006_27934.png
002-006_27934,002-006,0,color_shift,data/e05_synthetic/color_shift/002-006_27934.png
002-006_27934,002-006,0,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_27934.png
002-006_27934,002-006,0,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_27934.png
002-006_27961,002-006,3,clean,data/e05_synthetic/clean/002-006_27961.png
002-006_27961,002-006,3,pattern_noise,data/e05_synthetic/pattern_noise/002-006_27961.png
002-006_27961,002-006,3,color_shift,data/e05_synthetic/color_shift/002-006_27961.png
002-006_27961,002-006,3,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_27961.png
002-006_27961,002-006,3,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_27961.png
002-006_28060,002-006,0,clean,data/e05_synthetic/clean/002-006_28060.png
002-006_28060,002-006,0,pattern_noise,data/e05_synthetic/pattern_noise/002-006_28060.png
002-006_28060,002-006,0,color_shift,data/e05_synthetic/color_shift/002-006_28060.png
002-006_28060,002-006,0,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_28060.png
002-006_28060,002-006,0,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_28060.png
002-006_28200,002-006,1,clean,data/e05_synthetic/clean/002-006_28200.png
002-006_28200,002-006,1,pattern_noise,data/e05_synthetic/pattern_noise/002-006_28200.png
002-006_28200,002-006,1,color_shift,data/e05_synthetic/color_shift/002-006_28200.png
002-006_28200,002-006,1,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_28200.png
002-006_28200,002-006,1,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_28200.png
002-006_28229,002-006,3,clean,data/e05_synthetic/clean/002-006_28229.png
002-006_28229,002-006,3,pattern_noise,data/e05_synthetic/pattern_noise/002-006_28229.png
002-006_28229,002-006,3,color_shift,data/e05_synthetic/color_shift/002-006_28229.png
002-006_28229,002-006,3,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_28229.png
002-006_28229,002-006,3,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_28229.png
002-006_28392,002-006,0,clean,data/e05_synthetic/clean/002-006_28392.png
002-006_28392,002-006,0,pattern_noise,data/e05_synthetic/pattern_noise/002-006_28392.png
002-006_28392,002-006,0,color_shift,data/e05_synthetic/color_shift/002-006_28392.png
002-006_28392,002-006,0,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_28392.png
002-006_28392,002-006,0,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_28392.png
002-006_28476,002-006,2,clean,data/e05_synthetic/clean/002-006_28476.png
002-006_28476,002-006,2,pattern_noise,data/e05_synthetic/pattern_noise/002-006_28476.png
002-006_28476,002-006,2,color_shift,data/e05_synthetic/color_shift/002-006_28476.png
002-006_28476,002-006,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_28476.png
002-006_28476,002-006,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_28476.png
002-006_28489,002-006,1,clean,data/e05_synthetic/clean/002-006_28489.png
002-006_28489,002-006,1,pattern_noise,data/e05_synthetic/pattern_noise/002-006_28489.png
002-006_28489,002-006,1,color_shift,data/e05_synthetic/color_shift/002-006_28489.png
002-006_28489,002-006,1,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_28489.png
002-006_28489,002-006,1,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_28489.png
002-006_28559,002-006,2,clean,data/e05_synthetic/clean/002-006_28559.png
002-006_28559,002-006,2,pattern_noise,data/e05_synthetic/pattern_noise/002-006_28559.png
002-006_28559,002-006,2,color_shift,data/e05_synthetic/color_shift/002-006_28559.png
002-006_28559,002-006,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_28559.png
002-006_28559,002-006,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_28559.png
002-006_29166,002-006,2,clean,data/e05_synthetic/clean/002-006_29166.png
002-006_29166,002-006,2,pattern_noise,data/e05_synthetic/pattern_noise/002-006_29166.png
002-006_29166,002-006,2,color_shift,data/e05_synthetic/color_shift/002-006_29166.png
002-006_29166,002-006,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_29166.png
002-006_29166,002-006,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_29166.png
002-006_29283,002-006,3,clean,data/e05_synthetic/clean/002-006_29283.png
002-006_29283,002-006,3,pattern_noise,data/e05_synthetic/pattern_noise/002-006_29283.png
002-006_29283,002-006,3,color_shift,data/e05_synthetic/color_shift/002-006_29283.png
002-006_29283,002-006,3,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_29283.png
002-006_29283,002-006,3,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_29283.png
002-006_29305,002-006,3,clean,data/e05_synthetic/clean/002-006_29305.png
002-006_29305,002-006,3,pattern_noise,data/e05_synthetic/pattern_noise/002-006_29305.png
002-006_29305,002-006,3,color_shift,data/e05_synthetic/color_shift/002-006_29305.png
002-006_29305,002-006,3,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_29305.png
002-006_29305,002-006,3,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_29305.png
002-006_30185,002-006,0,clean,data/e05_synthetic/clean/002-006_30185.png
002-006_30185,002-006,0,pattern_noise,data/e05_synthetic/pattern_noise/002-006_30185.png
002-006_30185,002-006,0,color_shift,data/e05_synthetic/color_shift/002-006_30185.png
002-006_30185,002-006,0,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_30185.png
002-006_30185,002-006,0,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_30185.png
002-006_30196,002-006,1,clean,data/e05_synthetic/clean/002-006_30196.png
002-006_30196,002-006,1,pattern_noise,data/e05_synthetic/pattern_noise/002-006_30196.png
002-006_30196,002-006,1,color_shift,data/e05_synthetic/color_shift/002-006_30196.png
002-006_30196,002-006,1,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_30196.png
002-006_30196,002-006,1,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_30196.png
002-006_30394,002-006,3,clean,data/e05_synthetic/clean/002-006_30394.png
002-006_30394,002-006,3,pattern_noise,data/e05_synthetic/pattern_noise/002-006_30394.png
002-006_30394,002-006,3,color_shift,data/e05_synthetic/color_shift/002-006_30394.png
002-006_30394,002-006,3,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_30394.png
002-006_30394,002-006,3,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_30394.png
002-006_30641,002-006,0,clean,data/e05_synthetic/clean/002-006_30641.png
002-006_30641,002-006,0,pattern_noise,data/e05_synthetic/pattern_noise/002-006_30641.png
002-006_30641,002-006,0,color_shift,data/e05_synthetic/color_shift/002-006_30641.png
002-006_30641,002-006,0,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_30641.png
002-006_30641,002-006,0,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_30641.png
002-006_30841,002-006,2,clean,data/e05_synthetic/clean/002-006_30841.png
002-006_30841,002-006,2,pattern_noise,data/e05_synthetic/pattern_noise/002-006_30841.png
002-006_30841,002-006,2,color_shift,data/e05_synthetic/color_shift/002-006_30841.png
002-006_30841,002-006,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_30841.png
002-006_30841,002-006,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_30841.png
002-006_31316,002-006,1,clean,data/e05_synthetic/clean/002-006_31316.png
002-006_31316,002-006,1,pattern_noise,data/e05_synthetic/pattern_noise/002-006_31316.png
002-006_31316,002-006,1,color_shift,data/e05_synthetic/color_shift/002-006_31316.png
002-006_31316,002-006,1,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_31316.png
002-006_31316,002-006,1,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_31316.png
002-006_31354,002-006,2,clean,data/e05_synthetic/clean/002-006_31354.png
002-006_31354,002-006,2,pattern_noise,data/e05_synthetic/pattern_noise/002-006_31354.png
002-006_31354,002-006,2,color_shift,data/e05_synthetic/color_shift/002-006_31354.png
002-006_31354,002-006,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_31354.png
002-006_31354,002-006,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_31354.png
002-006_31799,002-006,0,clean,data/e05_synthetic/clean/002-006_31799.png
002-006_31799,002-006,0,pattern_noise,data/e05_synthetic/pattern_noise/002-006_31799.png
002-006_31799,002-006,0,color_shift,data/e05_synthetic/color_shift/002-006_31799.png
002-006_31799,002-006,0,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_31799.png
002-006_31799,002-006,0,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_31799.png
002-006_32079,002-006,2,clean,data/e05_synthetic/clean/002-006_32079.png
002-006_32079,002-006,2,pattern_noise,data/e05_synthetic/pattern_noise/002-006_32079.png
002-006_32079,002-006,2,color_shift,data/e05_synthetic/color_shift/002-006_32079.png
002-006_32079,002-006,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_32079.png
002-006_32079,002-006,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_32079.png
002-006_32154,002-006,2,clean,data/e05_synthetic/clean/002-006_32154.png
002-006_32154,002-006,2,pattern_noise,data/e05_synthetic/pattern_noise/002-006_32154.png
002-006_32154,002-006,2,color_shift,data/e05_synthetic/color_shift/002-006_32154.png
002-006_32154,002-006,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_32154.png
002-006_32154,002-006,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_32154.png
002-006_32252,002-006,0,clean,data/e05_synthetic/clean/002-006_32252.png
002-006_32252,002-006,0,pattern_noise,data/e05_synthetic/pattern_noise/002-006_32252.png
002-006_32252,002-006,0,color_shift,data/e05_synthetic/color_shift/002-006_32252.png
002-006_32252,002-006,0,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_32252.png
002-006_32252,002-006,0,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_32252.png
002-006_32337,002-006,3,clean,data/e05_synthetic/clean/002-006_32337.png
002-006_32337,002-006,3,pattern_noise,data/e05_synthetic/pattern_noise/002-006_32337.png
002-006_32337,002-006,3,color_shift,data/e05_synthetic/color_shift/002-006_32337.png
002-006_32337,002-006,3,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_32337.png
002-006_32337,002-006,3,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_32337.png
002-006_33044,002-006,1,clean,data/e05_synthetic/clean/002-006_33044.png
002-006_33044,002-006,1,pattern_noise,data/e05_synthetic/pattern_noise/002-006_33044.png
002-006_33044,002-006,1,color_shift,data/e05_synthetic/color_shift/002-006_33044.png
002-006_33044,002-006,1,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_33044.png
002-006_33044,002-006,1,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_33044.png
002-006_33187,002-006,1,clean,data/e05_synthetic/clean/002-006_33187.png
002-006_33187,002-006,1,pattern_noise,data/e05_synthetic/pattern_noise/002-006_33187.png
002-006_33187,002-006,1,color_shift,data/e05_synthetic/color_shift/002-006_33187.png
002-006_33187,002-006,1,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_33187.png
002-006_33187,002-006,1,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_33187.png
002-006_33190,002-006,0,clean,data/e05_synthetic/clean/002-006_33190.png
002-006_33190,002-006,0,pattern_noise,data/e05_synthetic/pattern_noise/002-006_33190.png
002-006_33190,002-006,0,color_shift,data/e05_synthetic/color_shift/002-006_33190.png
002-006_33190,002-006,0,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_33190.png
002-006_33190,002-006,0,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_33190.png
002-006_33203,002-006,1,clean,data/e05_synthetic/clean/002-006_33203.png
002-006_33203,002-006,1,pattern_noise,data/e05_synthetic/pattern_noise/002-006_33203.png
002-006_33203,002-006,1,color_shift,data/e05_synthetic/color_shift/002-006_33203.png
002-006_33203,002-006,1,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_33203.png
002-006_33203,002-006,1,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_33203.png
002-006_33495,002-006,3,clean,data/e05_synthetic/clean/002-006_33495.png
002-006_33495,002-006,3,pattern_noise,data/e05_synthetic/pattern_noise/002-006_33495.png
002-006_33495,002-006,3,color_shift,data/e05_synthetic/color_shift/002-006_33495.png
002-006_33495,002-006,3,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_33495.png
002-006_33495,002-006,3,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_33495.png
002-006_33512,002-006,1,clean,data/e05_synthetic/clean/002-006_33512.png
002-006_33512,002-006,1,pattern_noise,data/e05_synthetic/pattern_noise/002-006_33512.png
002-006_33512,002-006,1,color_shift,data/e05_synthetic/color_shift/002-006_33512.png
002-006_33512,002-006,1,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_33512.png
002-006_33512,002-006,1,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_33512.png
002-006_33605,002-006,1,clean,data/e05_synthetic/clean/002-006_33605.png
002-006_33605,002-006,1,pattern_noise,data/e05_synthetic/pattern_noise/002-006_33605.png
002-006_33605,002-006,1,color_shift,data/e05_synthetic/color_shift/002-006_33605.png
002-006_33605,002-006,1,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_33605.png
002-006_33605,002-006,1,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_33605.png
002-006_33716,002-006,2,clean,data/e05_synthetic/clean/002-006_33716.png
002-006_33716,002-006,2,pattern_noise,data/e05_synthetic/pattern_noise/002-006_33716.png
002-006_33716,002-006,2,color_shift,data/e05_synthetic/color_shift/002-006_33716.png
002-006_33716,002-006,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_33716.png
002-006_33716,002-006,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_33716.png
002-006_33746,002-006,1,clean,data/e05_synthetic/clean/002-006_33746.png
002-006_33746,002-006,1,pattern_noise,data/e05_synthetic/pattern_noise/002-006_33746.png
002-006_33746,002-006,1,color_shift,data/e05_synthetic/color_shift/002-006_33746.png
002-006_33746,002-006,1,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_33746.png
002-006_33746,002-006,1,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_33746.png
002-006_34110,002-006,2,clean,data/e05_synthetic/clean/002-006_34110.png
002-006_34110,002-006,2,pattern_noise,data/e05_synthetic/pattern_noise/002-006_34110.png
002-006_34110,002-006,2,color_shift,data/e05_synthetic/color_shift/002-006_34110.png
002-006_34110,002-006,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_34110.png
002-006_34110,002-006,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_34110.png
002-006_34217,002-006,2,clean,data/e05_synthetic/clean/002-006_34217.png
002-006_34217,002-006,2,pattern_noise,data/e05_synthetic/pattern_noise/002-006_34217.png
002-006_34217,002-006,2,color_shift,data/e05_synthetic/color_shift/002-006_34217.png
002-006_34217,002-006,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_34217.png
002-006_34217,002-006,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_34217.png
002-006_34326,002-006,1,clean,data/e05_synthetic/clean/002-006_34326.png
002-006_34326,002-006,1,pattern_noise,data/e05_synthetic/pattern_noise/002-006_34326.png
002-006_34326,002-006,1,color_shift,data/e05_synthetic/color_shift/002-006_34326.png
002-006_34326,002-006,1,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_34326.png
002-006_34326,002-006,1,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_34326.png
002-006_34656,002-006,1,clean,data/e05_synthetic/clean/002-006_34656.png
002-006_34656,002-006,1,pattern_noise,data/e05_synthetic/pattern_noise/002-006_34656.png
002-006_34656,002-006,1,color_shift,data/e05_synthetic/color_shift/002-006_34656.png
002-006_34656,002-006,1,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_34656.png
002-006_34656,002-006,1,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_34656.png
002-006_34671,002-006,3,clean,data/e05_synthetic/clean/002-006_34671.png
002-006_34671,002-006,3,pattern_noise,data/e05_synthetic/pattern_noise/002-006_34671.png
002-006_34671,002-006,3,color_shift,data/e05_synthetic/color_shift/002-006_34671.png
002-006_34671,002-006,3,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_34671.png
002-006_34671,002-006,3,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_34671.png
002-006_34762,002-006,3,clean,data/e05_synthetic/clean/002-006_34762.png
002-006_34762,002-006,3,pattern_noise,data/e05_synthetic/pattern_noise/002-006_34762.png
002-006_34762,002-006,3,color_shift,data/e05_synthetic/color_shift/002-006_34762.png
002-006_34762,002-006,3,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_34762.png
002-006_34762,002-006,3,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_34762.png
002-006_35024,002-006,2,clean,data/e05_synthetic/clean/002-006_35024.png
002-006_35024,002-006,2,pattern_noise,data/e05_synthetic/pattern_noise/002-006_35024.png
002-006_35024,002-006,2,color_shift,data/e05_synthetic/color_shift/002-006_35024.png
002-006_35024,002-006,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-006_35024.png
002-006_35024,002-006,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-006_35024.png
003-001_17276,003-001,1,clean,data/e05_synthetic/clean/003-001_17276.png
003-001_17276,003-001,1,pattern_noise,data/e05_synthetic/pattern_noise/003-001_17276.png
003-001_17276,003-001,1,color_shift,data/e05_synthetic/color_shift/003-001_17276.png
003-001_17276,003-001,1,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/003-001_17276.png
003-001_17276,003-001,1,color_shift_jitter,data/e05_synthetic/color_shift_jitter/003-001_17276.png
003-001_17699,003-001,3,clean,data/e05_synthetic/clean/003-001_17699.png
003-001_17699,003-001,3,pattern_noise,data/e05_synthetic/pattern_noise/003-001_17699.png
003-001_17699,003-001,3,color_shift,data/e05_synthetic/color_shift/003-001_17699.png
003-001_17699,003-001,3,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/003-001_17699.png
003-001_17699,003-001,3,color_shift_jitter,data/e05_synthetic/color_shift_jitter/003-001_17699.png
003-001_17770,003-001,0,clean,data/e05_synthetic/clean/003-001_17770.png
003-001_17770,003-001,0,pattern_noise,data/e05_synthetic/pattern_noise/003-001_17770.png
003-001_17770,003-001,0,color_shift,data/e05_synthetic/color_shift/003-001_17770.png
003-001_17770,003-001,0,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/003-001_17770.png
003-001_17770,003-001,0,color_shift_jitter,data/e05_synthetic/color_shift_jitter/003-001_17770.png
003-001_18319,003-001,1,clean,data/e05_synthetic/clean/003-001_18319.png
003-001_18319,003-001,1,pattern_noise,data/e05_synthetic/pattern_noise/003-001_18319.png
003-001_18319,003-001,1,color_shift,data/e05_synthetic/color_shift/003-001_18319.png
